transaction_id,amount,transaction_hour,transaction_day,merchant_category,payment_method,device_type,customer_age,account_age_days,previous_transactions,failed_attempts,transactions_last_24h,average_transaction_amount,distance_from_usual_location,is_new_device,is_international,ip_risk_score,velocity_score,previous_fraud_count,fraud_label
TXN121135,861.41,23,0,fashion,emi,tablet,65,2587,17,0,2,518.49,13.2,0,0,32.99,15.36,0,0
TXN121136,1163.14,13,3,gaming,upi,mobile,71,3428,28,0,4,1644.12,5.3,1,0,20.73,23.9,0,0
TXN121137,631.71,20,0,healthcare,netbanking,desktop,36,3056,25,0,1,175.19,7.57,0,0,14.11,9.84,0,0
TXN121138,214.53,13,4,food_delivery,card,tablet,33,3122,24,0,1,340.91,2.49,0,0,62.55,3.64,0,0
TXN121139,2303.27,20,6,travel,emi,tablet,71,3284,24,2,0,2151.16,1.26,1,0,0.0,28.49,0,0
TXN121140,1014.29,21,6,electronics,wallet,tablet,44,2741,29,0,2,561.72,11.15,0,1,2.13,23.2,0,0
TXN121141,424.56,0,6,utilities,upi,tablet,50,3194,21,0,2,699.69,18.46,0,0,23.51,24.45,0,0
TXN121142,311.56,22,5,entertainment,wallet,desktop,47,2909,20,1,3,204.44,1.26,0,0,38.77,17.91,0,0
TXN121143,179.44,13,4,education,wallet,desktop,47,2489,25,1,1,204.34,5.7,0,0,20.92,21.87,0,0
TXN121144,492.54,12,4,electronics,wallet,desktop,53,728,22,0,1,781.61,2.51,0,0,23.88,39.4,0,0
TXN121145,809.13,1,2,gaming,netbanking,desktop,42,3339,29,2,0,1976.87,3.18,0,0,27.37,28.48,0,0
TXN121146,199.38,10,4,grocery,wallet,tablet,40,328,23,0,2,239.04,0.48,0,0,28.19,19.52,0,0
TXN121147,1596.04,8,2,travel,emi,mobile,40,1006,33,0,4,996.75,13.78,0,0,37.92,7.8,0,1
TXN121148,1002.37,4,1,education,upi,tablet,55,2636,33,0,3,1416.29,1.42,0,0,16.3,10.11,0,0
TXN121149,239.33,9,1,entertainment,emi,pos,64,2647,28,1,3,306.55,9.57,0,0,11.46,15.16,0,0
TXN121150,2033.48,23,0,healthcare,card,pos,49,3223,35,0,3,1179.12,35.5,0,0,17.52,23.77,2,0
TXN121151,2206.68,5,2,healthcare,wallet,mobile,56,280,21,0,1,2469.25,5.64,1,0,0.0,37.17,0,0
TXN121152,3943.66,12,6,electronics,emi,pos,41,2874,33,0,1,1438.61,14.25,0,0,14.71,24.97,1,0
TXN121153,193.28,19,1,fashion,card,pos,62,457,31,0,0,376.43,0.65,0,0,31.39,7.44,0,0
TXN121154,403.4,2,0,utilities,emi,pos,40,2222,29,0,2,433.68,4.87,0,0,24.45,31.32,0,0
TXN121155,1179.93,9,2,electronics,card,desktop,42,826,31,0,1,1461.86,29.61,0,0,28.24,0.0,0,0
TXN121156,873.53,16,3,gaming,emi,desktop,21,2075,14,0,1,1869.16,7.21,0,0,47.45,9.07,0,0
TXN121157,244.88,15,6,food_delivery,emi,desktop,32,375,25,1,1,207.88,9.65,0,0,12.31,36.09,0,0
TXN121158,509.51,9,1,gaming,netbanking,pos,60,125,29,0,2,1234.84,18.24,0,0,23.74,10.45,0,0
TXN121159,318.72,3,2,healthcare,netbanking,mobile,22,3524,27,0,2,312.31,30.55,0,0,16.7,5.16,0,0
TXN121160,181.93,8,0,grocery,netbanking,pos,30,1866,27,0,1,140.98,21.48,0,0,34.9,9.67,0,0
TXN121161,191.4,21,0,travel,upi,pos,62,1702,16,0,1,239.05,23.27,0,0,9.67,16.56,0,0
TXN121162,2031.05,2,0,electronics,card,pos,67,1434,30,0,0,1140.79,3.08,0,0,23.66,33.57,0,0
TXN121163,119.25,18,1,fashion,wallet,tablet,41,3309,23,2,1,213.84,24.67,0,0,33.64,19.82,0,0
TXN121164,468.75,7,5,education,card,desktop,41,2858,26,0,5,790.08,1.05,0,0,9.48,20.14,0,0
TXN121165,361.96,2,6,electronics,emi,pos,47,1740,27,0,2,413.31,12.31,1,0,23.95,5.69,0,0
TXN121166,246.79,22,6,gaming,wallet,tablet,61,449,23,0,3,241.41,35.26,0,0,21.45,2.82,1,0
TXN121167,341.6,3,4,education,emi,desktop,44,2554,40,0,3,1064.03,0.22,0,0,15.9,14.75,0,0
TXN121168,243.24,0,0,entertainment,netbanking,desktop,27,745,29,0,0,231.63,22.53,0,0,20.4,10.7,0,0
TXN121169,273.01,18,6,gaming,netbanking,desktop,42,1174,22,0,0,1222.59,16.48,1,0,44.65,12.7,0,0
TXN121170,428.58,17,2,grocery,card,tablet,32,2412,31,0,3,898.71,20.22,0,0,7.32,9.09,0,0
TXN121171,971.19,22,4,electronics,emi,pos,56,3469,33,0,0,215.99,2.47,0,0,34.02,21.34,0,0
TXN121172,1794.3,3,6,fashion,card,desktop,26,810,24,0,2,1455.37,5.86,0,0,12.54,13.11,0,0
TXN121173,368.67,3,1,travel,emi,tablet,52,128,21,2,1,305.28,4.84,0,0,31.09,8.62,0,0
TXN121174,5185.62,14,0,food_delivery,emi,pos,25,1550,29,0,1,2202.78,22.92,0,0,12.5,16.96,0,0
TXN121175,1767.11,23,6,entertainment,emi,pos,73,2545,13,1,0,1759.54,7.68,0,0,21.39,8.81,0,0
TXN121176,254.89,7,5,grocery,netbanking,desktop,54,2401,31,0,2,237.15,31.91,0,0,15.35,0.0,0,0
TXN121177,542.6,7,2,electronics,upi,tablet,25,3468,22,1,1,637.66,30.26,0,0,35.54,33.3,0,0
TXN121178,1339.48,16,2,fashion,upi,mobile,72,759,34,0,1,363.61,27.71,0,0,0.0,0.0,0,0
TXN121179,2395.25,21,4,fashion,upi,desktop,50,2876,21,1,2,1359.88,0.55,1,0,33.68,0.0,0,0
TXN121180,238.17,6,3,healthcare,wallet,tablet,52,2824,26,0,3,260.62,1.62,0,0,6.84,14.08,0,0
TXN121181,1863.98,22,2,education,wallet,tablet,21,3020,34,0,1,1371.42,11.47,0,0,39.77,17.24,3,0
TXN121182,3920.21,2,1,grocery,card,desktop,28,3293,26,0,3,1394.21,8.5,0,0,11.25,6.82,0,0
TXN121183,5725.74,21,0,entertainment,netbanking,desktop,64,1092,25,0,1,2928.86,12.23,0,0,45.97,10.95,0,0
TXN121184,1592.09,1,4,grocery,upi,tablet,44,1130,22,1,1,1413.06,6.09,0,0,0.0,23.07,0,0
TXN121185,566.99,18,4,travel,netbanking,pos,53,1649,21,0,0,351.49,0.2,0,0,23.39,23.48,0,0
TXN121186,5620.65,16,1,education,emi,tablet,74,1277,32,1,3,3016.54,37.68,1,0,27.35,6.32,0,0
TXN121187,1825.44,6,4,electronics,card,pos,42,497,35,0,4,2007.02,19.42,1,0,2.96,8.41,0,1
TXN121188,324.63,16,2,travel,emi,pos,39,1203,27,0,2,372.93,6.93,0,0,33.89,31.63,0,0
TXN121189,268.93,23,4,healthcare,netbanking,mobile,63,1374,35,0,1,380.06,10.65,0,0,13.88,11.82,0,0
TXN121190,1156.21,0,0,healthcare,upi,mobile,21,2768,22,0,1,783.52,2.87,0,0,14.49,11.39,0,0
TXN121191,3681.84,6,5,healthcare,card,mobile,43,31,29,0,2,1799.77,38.42,0,0,18.15,12.72,0,0
TXN121192,242.67,15,0,healthcare,card,desktop,66,2740,26,0,0,438.06,40.31,0,0,0.0,24.41,0,0
TXN121193,516.94,14,6,fashion,upi,mobile,30,2842,26,1,4,283.98,24.86,0,0,39.05,22.02,0,0
TXN121194,700.31,3,6,travel,wallet,mobile,35,486,34,0,1,366.38,12.19,0,0,5.37,0.0,0,0
TXN121195,3534.58,1,4,fashion,emi,mobile,44,3478,27,1,1,1079.95,43.1,0,1,14.16,12.87,0,1
TXN121196,105.06,20,1,grocery,netbanking,pos,22,2641,36,0,2,171.54,42.32,0,0,17.99,16.53,0,0
TXN121197,1485.47,2,5,electronics,netbanking,tablet,22,2558,21,0,0,760.97,7.64,0,0,14.3,7.67,0,0
TXN121198,421.65,8,5,utilities,emi,desktop,32,2799,23,1,3,384.19,0.53,0,0,15.23,17.72,0,0
TXN121199,1290.08,9,2,food_delivery,wallet,desktop,69,2957,29,0,1,3075.23,35.48,0,0,19.7,31.84,0,0
TXN121200,194.68,15,3,food_delivery,wallet,pos,30,1469,36,0,3,201.14,2.58,0,1,0.0,6.68,0,0
TXN121201,350.76,6,0,electronics,upi,tablet,59,1874,26,1,0,275.86,0.71,0,0,27.25,18.45,0,0
TXN121202,288.63,21,5,food_delivery,netbanking,tablet,42,2228,23,0,1,117.35,10.8,0,0,9.13,34.58,0,0
TXN121203,4355.4,17,3,education,card,mobile,61,700,28,1,3,1484.4,1.48,0,0,44.09,20.71,0,0
TXN121204,556.12,18,4,healthcare,netbanking,desktop,36,224,27,1,2,289.12,17.53,0,0,35.8,43.18,0,0
TXN121205,3830.0,5,5,travel,upi,mobile,67,2631,28,0,3,4338.35,6.99,0,0,8.5,18.76,0,0
TXN121206,543.57,11,2,healthcare,card,desktop,39,911,25,2,3,866.41,23.4,0,0,8.04,10.32,0,0
TXN121207,141.09,3,0,gaming,upi,desktop,63,1093,17,0,1,130.66,3.18,0,0,39.28,24.46,0,0
TXN121208,649.8,1,1,grocery,emi,mobile,65,377,20,0,2,459.93,4.61,0,0,1.39,0.0,0,0
TXN121209,349.02,5,6,utilities,card,pos,42,1677,27,0,0,464.86,3.88,0,0,22.0,0.0,0,0
TXN121210,97.2,1,4,electronics,card,pos,56,2075,24,0,1,150.25,25.92,0,0,15.96,0.0,0,0
TXN121211,2009.92,7,6,education,wallet,tablet,24,3287,23,0,0,1968.69,21.07,0,0,18.78,0.0,0,0
TXN121212,868.52,7,4,fashion,card,tablet,46,1794,22,0,1,442.44,0.62,0,0,0.0,1.97,0,0
TXN121213,10230.99,2,6,grocery,netbanking,desktop,39,1361,20,1,0,2283.79,15.38,1,0,20.83,33.53,0,1
TXN121214,119.18,20,4,electronics,wallet,tablet,72,2899,33,0,2,117.14,12.65,0,0,27.38,0.0,0,0
TXN121215,391.03,3,5,utilities,card,mobile,71,1056,18,0,1,869.2,4.19,0,0,16.88,12.01,0,0
TXN121216,452.62,1,5,fashion,emi,mobile,62,41,16,0,2,1073.25,62.87,0,0,34.87,14.46,0,0
TXN121217,486.41,15,3,entertainment,card,mobile,72,116,28,0,2,263.8,64.98,0,0,15.86,1.53,0,0
TXN121218,1325.42,0,2,electronics,wallet,mobile,73,3083,28,1,0,868.73,12.7,0,0,42.77,1.08,0,0
TXN121219,296.72,19,1,entertainment,card,pos,61,2560,29,0,2,849.53,11.91,0,0,21.4,27.01,0,0
TXN121220,233.2,12,1,fashion,card,tablet,51,658,24,0,1,306.24,16.45,0,0,33.37,12.26,0,0
TXN121221,251.69,18,4,travel,wallet,desktop,29,786,29,0,1,342.62,9.93,1,0,20.07,24.36,0,0
TXN121222,331.2,6,1,travel,emi,mobile,64,3055,23,0,0,362.71,7.86,0,0,0.0,6.59,0,0
TXN121223,774.52,17,4,food_delivery,emi,pos,29,2334,24,1,3,707.13,10.73,0,0,21.52,31.3,0,0
TXN121224,655.27,22,2,education,netbanking,desktop,28,1759,36,0,1,452.79,9.67,0,0,22.66,5.33,0,0
TXN121225,3066.78,18,5,travel,netbanking,pos,68,1338,25,0,1,3223.02,7.47,0,0,0.0,6.24,0,0
TXN121226,65.73,20,1,utilities,netbanking,mobile,24,1393,21,1,3,187.84,1.84,0,0,10.39,0.28,0,0
TXN121227,246.5,19,5,entertainment,netbanking,desktop,26,2875,18,1,2,296.98,6.3,0,0,43.25,2.7,1,0
TXN121228,203.17,6,4,entertainment,emi,tablet,47,721,16,1,2,201.33,13.22,0,0,11.49,0.58,0,0
TXN121229,2007.85,18,0,food_delivery,wallet,tablet,51,3248,24,0,0,604.83,0.61,0,0,18.99,21.84,0,0
TXN121230,1322.07,4,5,travel,netbanking,tablet,20,870,23,0,0,1811.3,13.2,0,0,35.26,32.53,0,0
TXN121231,1521.68,20,5,travel,card,desktop,39,861,32,0,1,1375.34,0.65,0,0,0.0,15.67,0,0
TXN121232,894.01,3,5,grocery,emi,mobile,30,1377,32,1,4,740.05,4.42,0,0,14.82,2.66,0,0
TXN121233,430.4,1,5,food_delivery,wallet,desktop,35,2892,24,0,1,509.13,13.38,0,0,18.13,9.7,0,0
TXN121234,3482.18,23,0,gaming,emi,desktop,28,19,26,0,2,558.24,4.02,0,0,40.89,6.17,0,0
TXN121235,612.05,9,0,entertainment,upi,tablet,56,558,27,0,0,2362.8,19.81,0,0,15.21,9.84,0,0
TXN121236,1219.41,16,3,entertainment,card,mobile,44,1370,34,0,2,1469.4,12.27,1,0,18.51,26.49,0,0
TXN121237,188.92,7,1,education,upi,pos,72,515,28,0,1,177.08,7.38,0,0,21.33,23.54,0,0
TXN121238,1059.92,8,1,fashion,netbanking,tablet,18,1399,28,1,2,1066.66,39.89,0,0,47.0,11.03,0,0
TXN121239,289.72,11,6,healthcare,emi,mobile,62,1564,41,0,1,594.25,0.87,1,0,13.27,0.0,0,0
TXN121240,50.5,1,6,gaming,upi,desktop,69,2257,30,1,1,151.74,8.25,0,0,17.14,13.29,0,0
TXN121241,800.99,10,1,education,card,mobile,45,1185,29,0,5,479.48,36.8,0,0,13.89,33.4,0,0
TXN121242,1962.24,22,5,gaming,wallet,desktop,57,1964,26,0,2,1624.0,4.08,1,0,35.45,0.0,0,0
TXN121243,441.4,9,4,education,card,desktop,43,3603,16,0,0,846.31,70.93,1,0,19.37,35.9,0,0
TXN121244,215.27,2,3,education,card,desktop,51,1685,28,1,4,218.43,25.54,0,0,4.95,16.23,0,0
TXN121245,1729.52,6,3,fashion,emi,mobile,69,2934,32,0,2,1527.59,30.31,0,1,4.07,16.04,0,0
TXN121246,1413.35,19,1,entertainment,netbanking,tablet,48,1000,21,0,3,790.74,20.79,0,0,4.98,0.0,0,0
TXN121247,858.34,18,0,travel,netbanking,pos,50,3249,21,0,1,1135.19,3.17,0,0,15.69,17.48,1,0
TXN121248,68.73,7,1,education,upi,mobile,74,2075,19,0,1,169.67,8.85,0,0,23.37,19.32,0,0
TXN121249,267.76,15,5,utilities,upi,mobile,46,497,23,0,1,240.6,0.87,0,0,0.0,35.4,0,0
TXN121250,419.86,4,0,education,emi,pos,27,3308,19,2,0,1091.17,3.75,0,0,42.08,31.53,0,0
TXN121251,788.34,1,0,entertainment,card,pos,56,2606,26,0,1,661.54,0.05,0,0,29.81,9.49,0,0
TXN121252,1404.79,8,0,education,emi,mobile,57,1252,32,2,3,1232.57,10.79,0,0,21.21,31.9,0,0
TXN121253,731.73,15,2,grocery,wallet,pos,31,2206,24,1,0,733.6,32.51,1,0,0.0,16.45,0,0
TXN121254,1583.05,18,4,food_delivery,netbanking,pos,59,3457,28,1,1,1257.23,3.7,0,0,0.0,1.95,0,0
TXN121255,82.73,21,1,education,wallet,mobile,21,363,22,1,2,69.44,30.55,0,0,29.54,19.76,0,0
TXN121256,139.8,3,4,grocery,emi,pos,36,144,29,0,3,355.83,8.37,0,0,26.88,8.55,0,0
TXN121257,1191.48,18,2,gaming,emi,desktop,66,2897,24,1,4,598.69,28.2,0,0,35.96,10.3,0,0
TXN121258,2423.04,15,6,fashion,wallet,tablet,53,1052,26,0,1,1927.25,16.83,0,0,22.81,8.76,0,0
TXN121259,677.84,7,2,grocery,card,mobile,52,3116,18,0,1,460.83,14.17,0,0,28.61,2.47,0,0
TXN121260,1076.13,8,0,fashion,upi,tablet,53,2814,25,0,2,769.15,5.58,0,0,19.07,21.2,0,0
TXN121261,749.69,10,2,gaming,wallet,mobile,27,3336,17,0,3,1384.24,30.48,0,0,4.47,3.76,0,0
TXN121262,226.85,11,2,education,upi,pos,72,2771,25,0,0,238.31,13.76,0,0,47.09,11.81,0,0
TXN121263,1180.78,12,3,grocery,upi,desktop,34,3430,25,0,3,470.42,22.61,0,0,2.78,0.0,0,0
TXN121264,429.65,18,2,food_delivery,netbanking,desktop,62,2261,21,0,2,382.0,15.67,0,0,10.89,17.5,0,0
TXN121265,486.94,11,5,food_delivery,upi,pos,74,394,33,0,2,431.81,10.15,0,0,18.89,22.87,0,0
TXN121266,192.48,21,3,gaming,card,desktop,31,763,22,0,2,237.13,8.2,1,0,23.17,48.02,0,0
TXN121267,299.58,19,1,grocery,card,pos,54,3220,20,1,3,274.53,12.96,0,0,4.16,9.63,0,0
TXN121268,2339.37,20,2,education,wallet,tablet,20,1064,20,0,1,2051.13,23.76,1,0,8.78,18.38,0,0
TXN121269,356.97,18,1,fashion,upi,mobile,54,3450,32,0,0,379.56,20.02,0,0,37.19,7.72,0,0
TXN121270,57.89,16,3,utilities,wallet,tablet,43,3189,18,0,2,136.55,0.06,0,0,4.79,10.03,0,0
TXN121271,299.94,23,3,travel,wallet,mobile,22,2521,28,0,5,595.51,23.28,0,0,0.0,23.61,0,0
TXN121272,615.4,5,6,education,card,pos,56,498,25,0,0,392.77,8.6,1,1,38.63,17.4,0,0
TXN121273,708.11,8,3,gaming,netbanking,tablet,73,671,23,0,2,995.12,57.5,0,0,23.04,4.12,0,0
TXN121274,479.13,3,6,travel,emi,pos,22,2715,29,0,3,2155.42,2.48,0,0,9.65,38.99,0,0
TXN121275,1800.92,17,2,entertainment,upi,desktop,68,1463,23,1,1,1622.97,0.09,0,0,45.14,13.46,1,0
TXN121276,866.54,0,2,utilities,card,pos,66,1466,29,0,1,1366.87,14.26,0,0,3.05,9.75,0,0
TXN121277,383.03,2,5,utilities,wallet,tablet,49,329,26,0,0,450.48,12.76,0,0,0.0,16.33,0,0
TXN121278,3278.4,4,4,grocery,wallet,tablet,69,1676,26,0,2,3654.37,19.93,1,0,24.07,0.0,0,0
TXN121279,1780.37,3,4,gaming,emi,mobile,35,16,20,0,5,701.66,0.16,0,0,27.61,13.47,0,0
TXN121280,1398.22,22,3,grocery,wallet,mobile,59,518,33,1,1,609.29,10.88,0,0,13.9,0.0,0,0
TXN121281,616.09,15,5,education,upi,desktop,57,3358,27,0,4,720.4,25.16,0,1,24.28,38.52,0,0
TXN121282,326.23,20,4,grocery,wallet,desktop,51,2754,22,0,0,848.65,17.0,0,0,0.0,20.97,0,0
TXN121283,1493.36,8,3,fashion,upi,desktop,65,3549,37,0,1,595.92,0.26,0,0,27.4,3.06,0,0
TXN121284,240.42,15,2,fashion,card,desktop,67,3326,25,0,2,588.63,0.69,1,0,9.01,4.28,0,0
TXN121285,650.77,15,2,education,upi,tablet,62,3355,25,1,2,473.25,3.01,0,0,7.2,0.0,0,0
TXN121286,226.02,19,5,grocery,netbanking,pos,51,1487,28,0,2,210.37,7.77,0,0,0.0,24.2,0,0
TXN121287,1706.14,6,5,healthcare,upi,mobile,73,927,29,0,4,248.23,1.09,0,0,37.06,1.75,0,0
TXN121288,530.56,1,2,education,card,desktop,49,2501,37,0,1,556.26,19.2,0,1,6.52,6.64,0,0
TXN121289,4310.99,18,0,travel,card,pos,54,2267,27,0,3,1991.15,3.86,0,0,48.9,13.08,0,0
TXN121290,114.66,16,1,food_delivery,wallet,tablet,28,1579,21,0,2,234.49,20.43,0,0,18.96,20.59,0,0
TXN121291,5079.42,3,0,fashion,wallet,pos,36,1824,25,0,0,4208.39,21.73,0,0,15.87,19.13,0,0
TXN121292,169.3,6,3,electronics,wallet,desktop,69,734,23,0,0,274.0,7.07,0,0,20.81,18.6,0,0
TXN121293,2830.09,9,2,entertainment,wallet,desktop,46,1811,25,0,1,1881.16,2.54,0,0,1.08,13.95,0,0
TXN121294,752.79,12,3,gaming,netbanking,tablet,47,3519,20,1,4,968.51,48.9,0,0,0.0,47.17,0,0
TXN121295,409.09,23,6,grocery,card,desktop,64,1563,25,0,0,325.07,31.37,0,0,29.0,10.81,0,0
TXN121296,349.78,5,5,food_delivery,wallet,tablet,36,1889,21,0,3,281.77,22.59,0,0,4.93,16.29,0,0
TXN121297,936.81,10,6,utilities,wallet,tablet,33,3435,24,0,0,1010.1,46.66,0,0,0.0,25.2,0,0
TXN121298,1943.94,1,6,education,wallet,tablet,18,3114,24,0,3,964.43,16.3,0,0,30.16,44.48,0,0
TXN121299,2314.28,13,0,gaming,netbanking,tablet,31,2886,27,0,1,3105.63,3.4,0,0,31.47,6.24,0,0
TXN121300,1716.47,7,1,education,emi,desktop,47,20,25,3,0,2308.09,1.3,0,0,25.2,25.97,0,0
TXN121301,1837.41,6,1,utilities,upi,mobile,59,3091,34,1,3,1206.69,19.93,0,0,15.6,0.0,0,0
TXN121302,1323.62,2,1,grocery,netbanking,mobile,36,281,19,1,0,909.23,2.75,0,0,26.71,0.0,2,0
TXN121303,950.62,7,3,utilities,upi,pos,43,127,20,0,2,689.61,33.76,0,0,17.9,18.55,0,0
TXN121304,266.5,17,2,electronics,emi,tablet,30,1289,18,0,1,177.72,10.19,0,0,18.6,33.54,0,0
TXN121305,85.31,10,3,entertainment,emi,pos,64,1504,30,0,2,162.74,16.81,1,0,52.12,29.5,0,0
TXN121306,771.15,22,5,entertainment,netbanking,desktop,47,441,23,1,0,983.68,1.24,0,0,0.16,12.38,0,0
TXN121307,1213.7,14,3,entertainment,emi,pos,26,2183,23,0,0,2313.9,0.92,0,0,10.38,31.2,0,0
TXN121308,351.27,14,5,healthcare,wallet,tablet,52,3360,32,1,1,727.22,3.86,0,0,4.99,20.71,0,0
TXN121309,646.91,3,2,utilities,upi,mobile,37,2404,17,0,2,113.72,26.8,0,0,58.08,5.63,0,0
TXN121310,2873.38,12,1,fashion,upi,pos,67,3507,24,0,2,3176.51,15.13,0,0,8.34,7.08,0,0
TXN121311,424.78,16,6,entertainment,upi,desktop,33,3266,25,1,0,1190.59,1.42,0,0,22.06,15.84,0,0
TXN121312,297.97,12,1,travel,card,pos,67,2976,28,0,2,496.4,21.65,0,0,33.78,30.93,0,0
TXN121313,1364.18,10,6,electronics,card,mobile,57,610,26,1,2,2859.89,3.81,0,0,32.93,28.95,0,0
TXN121314,108.78,6,0,electronics,card,desktop,25,2329,28,0,2,172.52,6.07,0,0,39.45,10.75,0,0
TXN121315,132.0,20,5,travel,emi,tablet,61,329,33,1,0,374.27,44.12,0,0,35.05,23.79,0,0
TXN121316,582.56,3,6,fashion,netbanking,pos,59,2819,30,0,1,307.85,9.77,0,0,11.87,2.25,1,0
TXN121317,729.15,17,1,travel,upi,mobile,43,3260,24,0,3,382.33,5.25,0,0,31.24,10.79,0,0
TXN121318,2036.43,8,5,grocery,wallet,pos,27,437,25,1,3,932.27,11.4,0,1,23.58,14.51,0,0
TXN121319,868.55,23,5,food_delivery,emi,tablet,45,1849,23,1,1,608.1,59.53,0,0,21.66,38.96,0,0
TXN121320,1100.77,11,4,utilities,card,desktop,52,465,35,0,1,455.45,7.32,0,0,24.92,26.86,0,0
TXN121321,4128.18,16,1,gaming,netbanking,mobile,25,1968,25,0,0,2201.32,38.79,1,0,12.22,8.24,0,0
TXN121322,33.43,10,6,fashion,upi,pos,37,1648,27,0,0,91.97,10.25,0,0,5.23,0.0,0,0
TXN121323,2591.74,12,1,grocery,wallet,tablet,58,3248,31,0,2,3880.32,5.66,0,0,0.0,27.91,0,0
TXN121324,675.66,2,2,utilities,emi,pos,49,994,22,0,4,730.29,41.33,0,0,0.0,25.77,0,0
TXN121325,89.78,13,4,electronics,upi,tablet,74,2737,24,1,1,70.25,33.83,0,0,0.0,7.9,0,0
TXN121326,1708.22,4,0,food_delivery,netbanking,desktop,30,2400,27,0,1,1087.36,8.84,0,0,22.3,10.7,0,0
TXN121327,132.92,18,3,electronics,netbanking,tablet,62,2667,25,2,0,604.0,0.65,0,1,40.64,25.96,0,0
TXN121328,206.16,1,5,education,upi,desktop,42,3508,32,0,3,256.72,0.75,0,0,31.32,2.31,1,0
TXN121329,348.81,7,4,education,upi,pos,30,679,17,1,1,378.46,8.09,0,0,21.2,26.45,0,0
TXN121330,556.38,23,6,education,upi,mobile,72,50,27,0,2,633.74,11.45,0,0,13.73,9.64,0,0
TXN121331,1442.65,0,5,food_delivery,netbanking,mobile,53,2268,26,0,1,667.56,12.97,0,0,13.26,26.94,0,0
TXN121332,220.67,18,2,fashion,netbanking,mobile,48,447,22,0,1,831.44,30.83,0,0,28.48,8.09,0,0
TXN121333,348.19,3,0,entertainment,wallet,tablet,34,1643,36,0,1,245.88,8.96,0,0,44.16,16.08,0,0
TXN121334,332.86,8,4,grocery,netbanking,mobile,68,1902,22,0,3,430.21,16.21,0,0,19.82,31.98,0,0
TXN121335,3121.83,9,5,education,wallet,tablet,19,2230,25,0,0,1092.68,18.11,1,0,30.38,17.09,0,0
TXN121336,279.92,14,4,travel,netbanking,tablet,24,45,21,0,3,910.3,3.09,0,0,32.42,31.89,0,0
TXN121337,5512.98,7,1,education,upi,mobile,28,2101,24,2,0,1182.32,4.34,0,0,31.87,19.48,0,0
TXN121338,864.56,9,5,travel,card,tablet,55,2842,19,0,1,682.66,30.83,0,0,30.41,18.14,0,0
TXN121339,2029.1,2,1,electronics,upi,tablet,23,96,22,0,2,677.5,36.22,0,1,24.13,0.0,0,0
TXN121340,2988.61,3,5,education,netbanking,tablet,63,1442,31,0,0,2279.09,6.71,0,0,40.83,14.11,0,0
TXN121341,1309.88,21,3,fashion,netbanking,mobile,29,1255,14,2,0,542.75,62.24,0,0,26.73,0.0,0,0
TXN121342,4383.15,5,5,fashion,wallet,tablet,56,1243,20,1,4,2946.94,0.21,0,0,3.85,0.0,0,0
TXN121343,131.73,7,6,entertainment,upi,pos,63,1671,33,0,2,243.0,30.87,0,0,17.87,0.0,0,0
TXN121344,651.83,10,0,fashion,netbanking,mobile,68,517,19,0,1,255.67,20.7,0,0,18.69,17.67,0,0
TXN121345,7499.1,22,0,gaming,emi,tablet,34,1826,30,0,2,3192.06,10.75,0,0,33.94,18.17,0,0
TXN121346,259.73,14,6,food_delivery,netbanking,mobile,22,281,25,1,1,327.47,18.9,0,0,11.35,14.94,0,0
TXN121347,1198.43,14,0,utilities,netbanking,tablet,61,363,17,0,3,338.24,26.26,1,0,19.79,24.58,0,0
TXN121348,423.82,0,4,food_delivery,wallet,tablet,43,1959,28,0,2,250.2,19.04,0,0,41.38,23.5,0,0
TXN121349,2218.69,22,5,fashion,netbanking,tablet,72,3279,24,1,3,1449.88,20.24,0,0,21.6,41.9,0,0
TXN121350,1966.53,7,1,grocery,emi,desktop,28,2583,25,0,3,1373.2,3.92,0,0,31.18,3.29,0,0
TXN121351,958.79,15,4,utilities,upi,pos,50,1220,25,0,0,1020.96,4.09,0,0,4.92,4.15,0,0
TXN121352,2271.84,22,4,education,emi,mobile,24,1263,33,0,0,547.38,0.88,0,0,57.13,0.33,0,0
TXN121353,463.93,12,1,grocery,upi,mobile,45,1786,21,0,1,218.85,36.12,0,0,15.84,19.8,0,0
TXN121354,100.84,9,3,travel,upi,pos,18,127,22,0,2,180.11,2.7,0,0,0.0,7.02,0,0
TXN121355,158.77,1,5,electronics,netbanking,tablet,60,2422,30,0,1,415.28,13.66,0,0,16.22,8.81,0,0
TXN121356,194.94,9,2,utilities,netbanking,desktop,52,489,28,0,1,756.68,3.77,0,0,41.28,2.2,0,0
TXN121357,410.05,8,0,electronics,wallet,pos,23,2624,22,2,0,623.66,5.92,0,0,7.13,25.93,0,0
TXN121358,1189.82,4,4,utilities,card,pos,46,1364,21,0,0,1300.73,6.04,0,0,13.76,20.64,0,0
TXN121359,666.4,5,4,grocery,wallet,tablet,42,1380,19,0,1,566.67,21.26,0,0,6.21,11.67,0,0
TXN121360,1664.73,23,6,food_delivery,netbanking,desktop,56,1606,22,1,2,1881.85,11.17,0,0,46.42,20.09,0,0
TXN121361,60.37,6,1,food_delivery,wallet,mobile,46,472,26,0,3,173.63,28.2,0,0,4.16,32.8,0,0
TXN121362,1045.07,6,4,gaming,wallet,tablet,44,875,26,0,3,528.88,54.64,0,0,19.81,15.93,0,0
